OriginCityName,DestCityName,c
"Dallas/Fort Worth TX","West Palm Beach/Palm Beach FL",93
"Dallas/Fort Worth TX","Wichita Falls TX",93
"Denver CO","Miami FL",93
"Denver CO","Ontario CA",93
"Denver CO","Rock Springs WY",93
"Denver CO","Williston ND",93
"Detroit MI","Pittsburgh PA",93
"Detroit MI","Traverse City MI",93
"Fayetteville AR","Houston TX",93
"Fort Lauderdale FL","Phoenix AZ",93
"Fort Myers FL","Dallas/Fort Worth TX",93
"Grand Rapids MI","Dallas/Fort Worth TX",93
"Gulfport/Biloxi MS","Dallas/Fort Worth TX",93
"Hartford CT","Dallas/Fort Worth TX",93
"Houston TX","Fayetteville AR",93
"Indianapolis IN","Miami FL",93
"Jacksonville FL","Baltimore MD",93
"Kahului HI","Seattle WA",93
"Ketchikan AK","Seattle WA",93
"Kona HI","Kahului HI",93
"Las Vegas NV","Austin TX",93
"Las Vegas NV","Palm Springs CA",93
"Lihue HI","Kahului HI",93
"Madison WI","Dallas/Fort Worth TX",93
"Miami FL","Baltimore MD",93
"Miami FL","Charlotte Amalie VI",93
"Miami FL","Denver CO",93
"Miami FL","Indianapolis IN",93
"Miami FL","Minneapolis MN",93
"Miami FL","New Orleans LA",93
"Miami FL","Pensacola FL",93
"Miami FL","Raleigh/Durham NC",93
"Miami FL","San Francisco CA",93
"Minneapolis MN","Miami FL",93
"Missoula MT","Denver CO",93
"New Orleans LA","Miami FL",93
"Palm Springs CA","Dallas/Fort Worth TX",93
"Palm Springs CA","Las Vegas NV",93
"Pensacola FL","Miami FL",93
"Peoria IL","Dallas/Fort Worth TX",93
"Phoenix AZ","Boise ID",93
"Phoenix AZ","Fort Lauderdale FL",93
"Portland OR","Bend/Redmond OR",93
"Raleigh/Durham NC","Miami FL",93
"Rock Springs WY","Denver CO",93
"Saginaw/Bay City/Midland MI","Chicago IL",93
"Salt Lake City UT","Jackson WY",93
"San Francisco CA","Chico CA",93
"San Francisco CA","Miami FL",93
"San Francisco CA","Modesto CA",93
"San Francisco CA","Redding CA",93
"Savannah GA","Dallas/Fort Worth TX",93
"Seattle WA","Kahului HI",93
"Seattle WA","Ketchikan AK",93
"Seattle WA","Spokane WA",93
"Spokane WA","Seattle WA",93
"St. Louis MO","Las Vegas NV",93
"Tucson AZ","Chicago IL",93
"Washington DC","Las Vegas NV",93
"West Palm Beach/Palm Beach FL","Baltimore MD",93
"West Palm Beach/Palm Beach FL","Chicago IL",93
"West Palm Beach/Palm Beach FL","Dallas/Fort Worth TX",93
"Wichita Falls TX","Dallas/Fort Worth TX",93
"Williston ND","Denver CO",93
"Bend/Redmond OR","Portland OR",94
"Detroit MI","Memphis TN",94
"Kahului HI","Kona HI",94
"Kahului HI","Lihue HI",94
"Los Angeles CA","Colorado Springs CO",94
"Los Angeles CA","New Orleans LA",94
"Norfolk VA","Washington DC",94
"Ontario CA","Denver CO",94
"Pittsburgh PA","Detroit MI",94
"Salt Lake City UT","Twin Falls ID",94
"Twin Falls ID","Salt Lake City UT",94
"Chicago IL","Providence RI",95
"Colorado Springs CO","Houston TX",95
"Colorado Springs CO","Los Angeles CA",95
"Denver CO","San Antonio TX",95
"Fort Myers FL","Indianapolis IN",95
"Houston TX","Colorado Springs CO",95
"Indianapolis IN","Fort Myers FL",95
"Orlando FL","San Francisco CA",95
"Providence RI","Chicago IL",95
"San Francisco CA","Orlando FL",95
"San Juan PR","Tampa FL",95
"Tampa FL","San Juan PR",95
"Traverse City MI","Detroit MI",95
"Washington DC","Norfolk VA",95
"Chicago IL","Indianapolis IN",96
"Denver CO","Reno NV",96
"Memphis TN","Detroit MI",96
"Redding CA","San Francisco CA",96
"Reno NV","Denver CO",96
"Chicago IL","Grand Rapids MI",97
"Chicago IL","Moline IL",97
"Greer SC","Chicago IL",97
"Boston MA","Cincinnati OH",98
"Chicago IL","Greer SC",98
"Cincinnati OH","Boston MA",98
"Denver CO","Montrose/Delta CO",98
"Islip NY","Orlando FL",98
"Kona HI","Los Angeles CA",98
"Los Angeles CA","Kona HI",98
"Montrose/Delta CO","Denver CO",98
"Orlando FL","Islip NY",98
"Chicago IL","White Plains NY",99
"Fort Lauderdale FL","Hartford CT",99
"Hartford CT","Fort Lauderdale FL",99
"Hartford CT","Washington DC",99
"Long Beach CA","San Francisco CA",99
"New York NY","Jacksonville FL",99
"San Francisco CA","Long Beach CA",99
"Bozeman MT","Denver CO",100
"Burlington VT","Newark NJ",100
"Chicago IL","Duluth MN",100
"Denver CO","Bozeman MT",100
"Detroit MI","Rochester NY",100
"Jacksonville FL","New York NY",100
"Killeen TX","Houston TX",100
"Minneapolis MN","Baltimore MD",100
"Newark NJ","Burlington VT",100
"Orlando FL","Phoenix AZ",100
"Phoenix AZ","Tampa FL",100
"Tampa FL","Phoenix AZ",100
"White Plains NY","Chicago IL",100
"Baltimore MD","Minneapolis MN",101
"Duluth MN","Chicago IL",101
"Houston TX","Killeen TX",101
"Moline IL","Chicago IL",101
"Phoenix AZ","Orlando FL",101
"Alexandria LA","Houston TX",102
"Cedar Rapids/Iowa City IA","Detroit MI",102
"Cincinnati OH","Houston TX",102
"Houston TX","Memphis TN",102
"Rochester NY","Detroit MI",102
"Detroit MI","Norfolk VA",103
"Detroit MI","Raleigh/Durham NC",103
"Houston TX","Alexandria LA",103
"Milwaukee WI","Newark NJ",103
"Raleigh/Durham NC","Detroit MI",103
"Appleton WI","Minneapolis MN",104
"Chicago IL","Jacksonville FL",104
"Minneapolis MN","Appleton WI",104
"Newark NJ","Milwaukee WI",104
"Boston MA","Houston TX",105
"Boston MA","Tampa FL",105
"Chicago IL","Peoria IL",105
"Denver CO","Cleveland OH",105
"Minneapolis MN","Cedar Rapids/Iowa City IA",105
"Peoria IL","Chicago IL",105
"Tampa FL","Boston MA",105
"Washington DC","Hartford CT",105
"West Palm Beach/Palm Beach FL","White Plains NY",105
"White Plains NY","West Palm Beach/Palm Beach FL",105
"Charlotte NC","Kansas City MO",106
"Cleveland OH","Denver CO",106
"Denver CO","Oakland CA",106
"Kansas City MO","Charlotte NC",106
"Milwaukee WI","Orlando FL",106
"Oakland CA","Denver CO",106
"Orlando FL","Milwaukee WI",106
"Albuquerque NM","Chicago IL",107
"Aspen CO","Chicago IL",107
"Chicago IL","Albuquerque NM",107
"Chicago IL","Aspen CO",107
"Detroit MI","Cedar Rapids/Iowa City IA",107
"Los Angeles CA","Santa Maria CA",107
"Minneapolis MN","Rapid City SD",107
"Santa Maria CA","Los Angeles CA",107
"Appleton WI","Detroit MI",108
"Atlanta GA","Columbus GA",108
"Charlotte NC","St. Louis MO",108
"Columbus GA","Atlanta GA",108
"Detroit MI","Appleton WI",108
"Detroit MI","Harrisburg PA",108
"Harrisburg PA","Detroit MI",108
"Long Beach CA","Oakland CA",108
"Oakland CA","Long Beach CA",108
"Rapid City SD","Minneapolis MN",108
"St. Louis MO","Charlotte NC",108
"Alexandria LA","Atlanta GA",109
"Atlanta GA","Alexandria LA",109
"Cedar Rapids/Iowa City IA","Minneapolis MN",109
"Denver CO","El Paso TX",109
"El Paso TX","Denver CO",109
"Houston TX","Boston MA",109
"Indianapolis IN","Charlotte NC",109
"Jacksonville FL","Newark NJ",109
"Manchester NH","Newark NJ",109
"New York NY","Syracuse NY",109
"Newark NJ","Manchester NH",109
"Pasco/Kennewick/Richland WA","Salt Lake City UT",109
"Salt Lake City UT","Pasco/Kennewick/Richland WA",109
"Houston TX","Tucson AZ",110
"Missoula MT","Salt Lake City UT",110
"Nashville TN","Raleigh/Durham NC",110
"Newark NJ","Jacksonville FL",110
"Portland ME","New York NY",110
"Tucson AZ","Houston TX",110
"Boston MA","San Juan PR",111
"Jacksonville FL","Fort Lauderdale FL",111
"New Orleans LA","Nashville TN",111
"New York NY","Portland ME",111
"Newark NJ","Nashville TN",111
"Raleigh/Durham NC","Nashville TN",111
"Salt Lake City UT","Missoula MT",111
"Syracuse NY","New York NY",111
"Atlanta GA","Monroe LA",112
"Detroit MI","Fort Wayne IN",112
"Fort Wayne IN","Detroit MI",112
"Miami FL","Tallahassee FL",112
"Monroe LA","Atlanta GA",112
"Nashville TN","New Orleans LA",112
"Nashville TN","Newark NJ",112
"Newark NJ","Kansas City MO",112
"San Antonio TX","Los Angeles CA",112
"Tallahassee FL","Miami FL",112
"Charlotte NC","Savannah GA",113
"Detroit MI","Hartford CT",113
"El Paso TX","Los Angeles CA",113
"Hartford CT","Detroit MI",113
"Indianapolis IN","Phoenix AZ",113
"Kansas City MO","Newark NJ",113
"Los Angeles CA","El Paso TX",113
"Los Angeles CA","San Antonio TX",113
"Los Angeles CA","St. Louis MO",113
"Ontario CA","Salt Lake City UT",113
"Orlando FL","White Plains NY",113
"Salt Lake City UT","Ontario CA",113
"Savannah GA","Charlotte NC",113
"St. Louis MO","Los Angeles CA",113
"White Plains NY","Orlando FL",113
"Atlanta GA","Omaha NE",114
"Baltimore MD","Columbus OH",114
"Columbus OH","Baltimore MD",114
"Lake Charles LA","Houston TX",114
"New York NY","San Diego CA",114
"San Diego CA","New York NY",114
"St. Louis MO","Baltimore MD",114
"Boston MA","Phoenix AZ",115
"Buffalo NY","Newark NJ",115
"Chicago IL","Colorado Springs CO",115
"Colorado Springs CO","Chicago IL",115
"Houston TX","Lake Charles LA",115
"Norfolk VA","Baltimore MD",115
"Omaha NE","Atlanta GA",115
"Phoenix AZ","Boston MA",115
"Albany NY","Detroit MI",116
"Atlanta GA","Dothan AL",116
"Atlanta GA","Springfield MO",116
"Buffalo NY","Charlotte NC",116
"Charlotte NC","Buffalo NY",116
"Chicago IL","Evansville IN",116
"Dothan AL","Atlanta GA",116
"Evansville IN","Chicago IL",116
"Fort Lauderdale FL","Jacksonville FL",116
"Las Vegas NV","Kansas City MO",116
"Nashville TN","Tampa FL",116
"New York NY","Sarasota/Bradenton FL",116
"Pittsburgh PA","Philadelphia PA",116
"Sarasota/Bradenton FL","New York NY",116
"Springfield MO","Atlanta GA",116
"Tampa FL","Nashville TN",116
"Atlanta GA","Evansville IN",117
"Columbus OH","Orlando FL",117
"Detroit MI","Albany NY",117
"Detroit MI","Grand Rapids MI",117
"Evansville IN","Atlanta GA",117
"Orlando FL","Columbus OH",117
"Philadelphia PA","San Juan PR",117
"Phoenix AZ","Indianapolis IN",117
"Salt Lake City UT","San Jose CA",117
"San Jose CA","Salt Lake City UT",117
"San Juan PR","Philadelphia PA",117
"Amarillo TX","Denver CO",118
"Atlanta GA","Lafayette LA",118
"Austin TX","New York NY",118
"Baltimore MD","St. Louis MO",118
"New York NY","Austin TX",118
"Reno NV","Salt Lake City UT",118
"Roanoke VA","Atlanta GA",118
"Salt Lake City UT","Reno NV",118
"Atlanta GA","Roanoke VA",119
"Baltimore MD","Norfolk VA",119
"Chicago IL","Manchester NH",119
"Denver CO","Amarillo TX",119
"Denver CO","Palm Springs CA",119
"Fresno CA","Las Vegas NV",119
"Grand Rapids MI","Detroit MI",119
"Lafayette LA","Atlanta GA",119
"Las Vegas NV","Fresno CA",119
"Minneapolis MN","Newark NJ",119
"Mosinee WI","Chicago IL",119
"Newark NJ","Buffalo NY",119
"Palm Springs CA","Denver CO",119
"Salt Lake City UT","Billings MT",119
"San Antonio TX","Denver CO",119
"Washington DC","Milwaukee WI",119
"Appleton WI","Chicago IL",120
"Billings MT","Salt Lake City UT",120
"Chicago IL","Appleton WI",120
"Chicago IL","Harrisburg PA",120
"Chicago IL","Mosinee WI",120
"Cleveland OH","Milwaukee WI",120
"College Station/Bryan TX","Dallas/Fort Worth TX",120
"Columbus OH","Dallas/Fort Worth TX",120
"Dallas/Fort Worth TX","College Station/Bryan TX",120
"Dallas/Fort Worth TX","Columbus OH",120
"Dallas/Fort Worth TX","Fort Smith AR",120
"Dallas/Fort Worth TX","Jacksonville FL",120
"Dallas/Fort Worth TX","Knoxville TN",120
"Dallas/Fort Worth TX","Lafayette LA",120
"Dallas/Fort Worth TX","Laredo TX",120
"Dallas/Fort Worth TX","Milwaukee WI",120
"Dallas/Fort Worth TX","Mission/McAllen/Edinburg TX",120
"Dallas/Fort Worth TX","Pittsburgh PA",120
"Dallas/Fort Worth TX","San Angelo TX",120
"Dallas/Fort Worth TX","Tyler TX",120
"Dallas/Fort Worth TX","Valparaiso FL",120
"Dallas/Fort Worth TX","Waco TX",120
"Dallas/Fort Worth TX","Wichita KS",120
"Fort Smith AR","Dallas/Fort Worth TX",120
"Harrisburg PA","Chicago IL",120
"Jacksonville FL","Dallas/Fort Worth TX",120
"Kansas City MO","Las Vegas NV",120
"Knoxville TN","Dallas/Fort Worth TX",120
"Lafayette LA","Dallas/Fort Worth TX",120
"Laredo TX","Dallas/Fort Worth TX",120
"Manchester NH","Chicago IL",120
"Milwaukee WI","Dallas/Fort Worth TX",120
"Milwaukee WI","Washington DC",120
"Mission/McAllen/Edinburg TX","Dallas/Fort Worth TX",120
"Phoenix AZ","Washington DC",120
"Pittsburgh PA","Dallas/Fort Worth TX",120
"San Angelo TX","Dallas/Fort Worth TX",120
"San Francisco CA","Fresno CA",120
"Tyler TX","Dallas/Fort Worth TX",120
"Valparaiso FL","Dallas/Fort Worth TX",120
"Waco TX","Dallas/Fort Worth TX",120
"Washington DC","Phoenix AZ",120
"Wichita KS","Dallas/Fort Worth TX",120
"Atlanta GA","Dallas TX",121
"Baltimore MD","Albany NY",121
"Charleston SC","Chicago IL",121
"Chicago IL","Charleston SC",121
"Dallas TX","Atlanta GA",121
"Detroit MI","Miami FL",121
"Fort Myers FL","Minneapolis MN",121
"Las Vegas NV","San Antonio TX",121
"Los Angeles CA","Nashville TN",121
"Melbourne FL","Atlanta GA",121
"Miami FL","Detroit MI",121
"Milwaukee WI","Cleveland OH",121
"Minneapolis MN","Fort Myers FL",121
"Nashville TN","Los Angeles CA",121
"Orlando FL","Raleigh/Durham NC",121
"Orlando FL","St. Louis MO",121
"Raleigh/Durham NC","Orlando FL",121
"Salt Lake City UT","Bozeman MT",121
"San Antonio TX","Las Vegas NV",121
"Albany NY","Baltimore MD",122
"Bozeman MT","Salt Lake City UT",122
"Charlotte NC","Myrtle Beach SC",122
"Daytona Beach FL","Atlanta GA",122
"Las Vegas NV","Tucson AZ",122
"Myrtle Beach SC","Charlotte NC",122
"South Bend IN","Chicago IL",122
"Wilmington NC","Charlotte NC",122
"Albuquerque NM","Las Vegas NV",123
"Atlanta GA","Melbourne FL",123
"Austin TX","San Francisco CA",123
"Burlington VT","New York NY",123
"Charlotte NC","Wilmington NC",123
"Chicago IL","South Bend IN",123
"Cincinnati OH","Charlotte NC",123
"Columbus OH","Houston TX",123
"Houston TX","Columbus OH",123
"Lihue HI","Los Angeles CA",123
"Los Angeles CA","Lihue HI",123
"Nashville TN","Orlando FL",123
"New Orleans LA","Orlando FL",123
"New York NY","Burlington VT",123
"Omaha NE","Phoenix AZ",123
"Orlando FL","New Orleans LA",123
"Phoenix AZ","Baltimore MD",123
"Phoenix AZ","Omaha NE",123
"San Francisco CA","Austin TX",123
"Baltimore MD","Phoenix AZ",124
"Charlotte NC","Cincinnati OH",124
"Charlotte NC","San Francisco CA",124
"Dallas/Fort Worth TX","Ontario CA",124
"Dallas/Fort Worth TX","Portland OR",124
"Dallas/Fort Worth TX","Sacramento CA",124
"Detroit MI","Cincinnati OH",124
"Detroit MI","Salt Lake City UT",124
"Grand Rapids MI","Chicago IL",124
"Las Vegas NV","Miami FL",124
"Miami FL","Las Vegas NV",124
"Nashville TN","Minneapolis MN",124
"Ontario CA","Dallas/Fort Worth TX",124
"Ontario CA","San Francisco CA",124
"Orlando FL","Nashville TN",124
"Portland OR","Dallas/Fort Worth TX",124
"Sacramento CA","Dallas/Fort Worth TX",124
"Salt Lake City UT","Detroit MI",124
"San Diego CA","Washington DC",124
"San Francisco CA","Ontario CA",124
"Washington DC","San Diego CA",124
"Atlanta GA","Daytona Beach FL",125
"Grand Rapids MI","Minneapolis MN",125
"Indianapolis IN","Orlando FL",125
"Las Vegas NV","Albuquerque NM",125
"Minneapolis MN","Grand Rapids MI",125
"Minneapolis MN","Nashville TN",125
"New York NY","Seattle WA",125
"Orlando FL","Indianapolis IN",125
"Seattle WA","New York NY",125
"St. Louis MO","Orlando FL",125
"Atlanta GA","Key West FL",126
"Chicago IL","Traverse City MI",126
"Houston TX","Cincinnati OH",126
"Houston TX","Pensacola FL",126
"Key West FL","Atlanta GA",126
"New York NY","Phoenix AZ",126
"Pensacola FL","Houston TX",126
"Phoenix AZ","New York NY",126
"San Francisco CA","Charlotte NC",126
"Seattle WA","Washington DC",126
"Traverse City MI","Chicago IL",126
"Washington DC","Seattle WA",126
"Albany NY","Chicago IL",127
"Baltimore MD","Fort Myers FL",127
"Denver CO","Albuquerque NM",127
"Fort Myers FL","Baltimore MD",127
"Tucson AZ","Las Vegas NV",127
"Denver CO","Des Moines IA",128
"Newark NJ","Seattle WA",128
"Seattle WA","Newark NJ",128
"Chicago IL","Albany NY",129
"Colorado Springs CO","Dallas/Fort Worth TX",129
"Dallas/Fort Worth TX","Colorado Springs CO",129
"Fort Myers FL","Philadelphia PA",129
"Philadelphia PA","Fort Myers FL",129
"Denver CO","Tampa FL",130
"Sun Valley/Hailey/Ketchum ID","Salt Lake City UT",130
"Tampa FL","Denver CO",130
"Denver CO","Burbank CA",131
"Denver CO","Fargo ND",131
"Fargo ND","Denver CO",131
"Idaho Falls ID","Salt Lake City UT",131
"Newark NJ","Fort Myers FL",131
"Norfolk VA","Detroit MI",131
"Salt Lake City UT","Sun Valley/Hailey/Ketchum ID",131
"Albuquerque NM","Denver CO",132
"Fort Myers FL","Newark NJ",132
"Houston TX","Mobile AL",132
"Mobile AL","Houston TX",132
"Salt Lake City UT","Idaho Falls ID",132
"Akron OH","Chicago IL",133
"Chicago IL","Akron OH",133
"Rochester MN","Minneapolis MN",133
"San Juan PR","Boston MA",133
"Aspen CO","Los Angeles CA",134
"Burbank CA","Denver CO",134
"Detroit MI","Green Bay WI",134
"Green Bay WI","Detroit MI",134
"Kansas City MO","St. Louis MO",134
"Nashville TN","Cleveland OH",134
"St. Louis MO","Kansas City MO",134
"Cleveland OH","Nashville TN",135
"Detroit MI","Providence RI",135
"Detroit MI","South Bend IN",135
"Hartford CT","Orlando FL",135
"Houston TX","Pittsburgh PA",135
"Long Beach CA","Phoenix AZ",135
"Los Angeles CA","Aspen CO",135
"Minneapolis MN","Rochester MN",135
"Orlando FL","Hartford CT",135
"Phoenix AZ","Long Beach CA",135
"Pittsburgh PA","Houston TX",135
"Providence RI","Detroit MI",135
"South Bend IN","Detroit MI",135
"Baltimore MD","New York NY",136
"Kansas City MO","Minneapolis MN",136
"Minneapolis MN","Boston MA",136
"New York NY","Baltimore MD",136
"Salt Lake City UT","Boise ID",136
"Salt Lake City UT","Santa Ana CA",136
"San Jose CA","Ontario CA",136
"Santa Ana CA","Salt Lake City UT",136
"Birmingham AL","Chicago IL",137
"Boise ID","Salt Lake City UT",137
"Casper WY","Denver CO",137
"Denver CO","Casper WY",137
"Indianapolis IN","Denver CO",137
"Milwaukee WI","New York NY",137
"Minneapolis MN","Kansas City MO",137
"Newark NJ","Minneapolis MN",137
"Richmond VA","Newark NJ",137
"Sacramento CA","Salt Lake City UT",137
"Salt Lake City UT","Sacramento CA",137
"Wichita KS","Houston TX",137
"Atlanta GA","Harrisburg PA",138
"Dallas TX","Oklahoma City OK",138
"Harrisburg PA","Atlanta GA",138
"New York NY","Milwaukee WI",138
"Newark NJ","Richmond VA",138
"Salt Lake City UT","Spokane WA",138
"Spokane WA","Salt Lake City UT",138
"Boston MA","Minneapolis MN",139
"Fort Lauderdale FL","Denver CO",139
"Gulfport/Biloxi MS","Houston TX",139
"Houston TX","Gulfport/Biloxi MS",139
"Houston TX","Wichita KS",139
"Las Vegas NV","Long Beach CA",139
"Long Beach CA","Las Vegas NV",139
"Long Beach CA","Seattle WA",139
"Oklahoma City OK","Dallas TX",139
"Salt Lake City UT","San Diego CA",139
"San Diego CA","Salt Lake City UT",139
"Seattle WA","Long Beach CA",139
"Atlanta GA","Jacksonville/Camp Lejeune NC",140
"Denver CO","Minot ND",140
"Denver CO","Spokane WA",140
"Houston TX","Shreveport LA",140
"Minneapolis MN","Green Bay WI",140
"Minot ND","Denver CO",140
"Saginaw/Bay City/Midland MI","Detroit MI",140
"Shreveport LA","Houston TX",140
"Brownsville TX","Houston TX",141
"Chicago IL","Birmingham AL",141
"Denver CO","Austin TX",141
"Denver CO","Fort Lauderdale FL",141
"Detroit MI","Saginaw/Bay City/Midland MI",141
"Green Bay WI","Minneapolis MN",141
"Houston TX","Brownsville TX",141
"Houston TX","Raleigh/Durham NC",141
"Jacksonville/Camp Lejeune NC","Atlanta GA",141
"New Orleans LA","Chicago IL",141
"Oakland CA","Portland OR",141
"Ontario CA","San Jose CA",141
"Portland OR","Oakland CA",141
"Providence RI","Charlotte NC",141
"Raleigh/Durham NC","Houston TX",141
"Spokane WA","Denver CO",141
"Cedar Rapids/Iowa City IA","Chicago IL",142
"Charlotte NC","Hartford CT",142
"Dallas TX","Tulsa OK",142
"Hartford CT","Charlotte NC",142
"Milwaukee WI","Phoenix AZ",142
"Newark NJ","Portland ME",142
"Phoenix AZ","Milwaukee WI",142
"Portland ME","Newark NJ",142
"Tulsa OK","Dallas TX",142
"Chicago IL","Cedar Rapids/Iowa City IA",143
"Indianapolis IN","Minneapolis MN",143
"Madison WI","Minneapolis MN",143
"Atlanta GA","Charleston/Dunbar WV",144
"Atlanta GA","Tulsa OK",144
"Charleston/Dunbar WV","Atlanta GA",144
"Charlotte NC","Cleveland OH",144
"Charlotte NC","Providence RI",144
"Cleveland OH","Charlotte NC",144
"Tulsa OK","Atlanta GA",144
"Atlanta GA","Myrtle Beach SC",145
"Charlotte NC","Las Vegas NV",145
"Dallas TX","Little Rock AR",145
"Dallas TX","Lubbock TX",145
"Dallas TX","Midland/Odessa TX",145
"Fayetteville AR","Atlanta GA",145
"Lubbock TX","Dallas TX",145
"Midland/Odessa TX","Dallas TX",145
"Myrtle Beach SC","Atlanta GA",145
"St. George UT","Salt Lake City UT",145
"Atlanta GA","Oklahoma City OK",146
"Atlanta GA","San Diego CA",146
"Atlanta GA","Shreveport LA",146
"Baltimore MD","Cleveland OH",146
"Baltimore MD","Islip NY",146
"Des Moines IA","Minneapolis MN",146
"Houston TX","Jacksonville FL",146
"Islip NY","Baltimore MD",146
"Las Vegas NV","Charlotte NC",146
"Little Rock AR","Dallas TX",146
"Minneapolis MN","Des Moines IA",146
"Oklahoma City OK","Atlanta GA",146
"Palm Springs CA","Los Angeles CA",146
"Portland OR","Sacramento CA",146
"Sacramento CA","Portland OR",146
"Salt Lake City UT","St. George UT",146
"San Diego CA","Atlanta GA",146
"Shreveport LA","Atlanta GA",146
"Tampa FL","Fort Lauderdale FL",146
"Boise ID","San Francisco CA",147
"Champaign/Urbana IL","Chicago IL",147
"Chicago IL","Champaign/Urbana IL",147
"Cleveland OH","Baltimore MD",147
"Dallas/Fort Worth TX","Memphis TN",147
"Dallas/Fort Worth TX","Raleigh/Durham NC",147
"Detroit MI","Elmira/Corning NY",147
"Elmira/Corning NY","Detroit MI",147
"Jacksonville FL","Houston TX",147
"Los Angeles CA","Palm Springs CA",147
"Memphis TN","Dallas/Fort Worth TX",147
"Raleigh/Durham NC","Dallas/Fort Worth TX",147
"San Francisco CA","Boise ID",147
"Baltimore MD","Denver CO",148
"Bismarck/Mandan ND","Denver CO",148
"Denver CO","Bismarck/Mandan ND",148
"Detroit MI","Los Angeles CA",148
"Wilmington NC","Atlanta GA",148
"Atlanta GA","Fayetteville AR",149
"Atlanta GA","Rochester NY",149
"Atlanta GA","Wilmington NC",149
"Boston MA","West Palm Beach/Palm Beach FL",149
"Charlotte NC","Denver CO",149
"Cincinnati OH","Detroit MI",149
"Flagstaff AZ","Phoenix AZ",149
"Los Angeles CA","Detroit MI",149
"Phoenix AZ","Flagstaff AZ",149
"West Palm Beach/Palm Beach FL","Boston MA",149
"Charlotte NC","Los Angeles CA",150
"Denver CO","Charlotte NC",150
"Grand Junction CO","Denver CO",150
"Honolulu HI","San Francisco CA",150
"Minneapolis MN","Los Angeles CA",150
"Minneapolis MN","Salt Lake City UT",150
"Minneapolis MN","Washington DC",150
"New York NY","St. Louis MO",150
"Rochester NY","Atlanta GA",150
"San Francisco CA","Honolulu HI",150
"Washington DC","Minneapolis MN",150
"Atlanta GA","Gulfport/Biloxi MS",151
"Baltimore MD","Dallas/Fort Worth TX",151
"Buffalo NY","Baltimore MD",151
"Cleveland OH","Minneapolis MN",151
"Dallas/Fort Worth TX","Baltimore MD",151
"Dallas/Fort Worth TX","Louisville KY",151
"Dallas/Fort Worth TX","Omaha NE",151
"Dallas/Fort Worth TX","Pensacola FL",151
"Dallas/Fort Worth TX","San Jose CA",151
"Denver CO","Grand Junction CO",151
"Fort Lauderdale FL","Tampa FL",151
"Fresno CA","Phoenix AZ",151
"Fresno CA","San Francisco CA",151
"Gulfport/Biloxi MS","Atlanta GA",151
"Los Angeles CA","Charlotte NC",151
"Los Angeles CA","Minneapolis MN",151
"Louisville KY","Dallas/Fort Worth TX",151
"Omaha NE","Dallas/Fort Worth TX",151
"Pensacola FL","Dallas/Fort Worth TX",151
"Phoenix AZ","Fresno CA",151
"Phoenix AZ","Santa Barbara CA",151
"Salt Lake City UT","Minneapolis MN",151
"San Jose CA","Dallas/Fort Worth TX",151
"St. Louis MO","Washington DC",151
"Tucson AZ","Denver CO",151
"Baltimore MD","Buffalo NY",152
"Buffalo NY","Detroit MI",152
"Denver CO","Baltimore MD",152
"Philadelphia PA","West Palm Beach/Palm Beach FL",152
"Santa Barbara CA","Phoenix AZ",152
"West Palm Beach/Palm Beach FL","Philadelphia PA",152
"Detroit MI","Buffalo NY",153
"Norfolk VA","Charlotte NC",153
"Atlanta GA","Flint MI",154
"Charlotte NC","Norfolk VA",154
"Denver CO","New Orleans LA",154
"Detroit MI","Fort Myers FL",154
"Fort Myers FL","Detroit MI",154
"Los Angeles CA","San Luis Obispo CA",154
"New Orleans LA","Denver CO",154
"Chicago IL","Portland OR",155
"Dallas/Fort Worth TX","Des Moines IA",155
"Dallas/Fort Worth TX","Indianapolis IN",155
"Dallas/Fort Worth TX","Lawton/Fort Sill OK",155
"Des Moines IA","Dallas/Fort Worth TX",155
"Des Moines IA","Denver CO",155
"Flint MI","Atlanta GA",155
"Honolulu HI","Seattle WA",155
"Indianapolis IN","Dallas/Fort Worth TX",155
"Jacksonville FL","Miami FL",155
"Lawton/Fort Sill OK","Dallas/Fort Worth TX",155
"Miami FL","Jacksonville FL",155
"Portland OR","Chicago IL",155
"San Francisco CA","San Luis Obispo CA",155
"San Luis Obispo CA","Los Angeles CA",155
"San Luis Obispo CA","San Francisco CA",155
"Seattle WA","Honolulu HI",155
"Boston MA","Denver CO",156
"Burbank CA","San Francisco CA",156
"Denver CO","Boston MA",156
"Minneapolis MN","Cleveland OH",156
"Monterey CA","San Francisco CA",156
"San Francisco CA","Burbank CA",156
"San Francisco CA","Monterey CA",156
"San Francisco CA","Reno NV",156
"Houston TX","Cleveland OH",157
"Orlando FL","Buffalo NY",157
"Reno NV","San Francisco CA",157
"Buffalo NY","Orlando FL",158
"Charlotte NC","Minneapolis MN",158
"Cleveland OH","Houston TX",158
"Houston TX","Omaha NE",158
"Minneapolis MN","Charlotte NC",158
"Omaha NE","Houston TX",158
"Orlando FL","Pittsburgh PA",158
"Charleston SC","Charlotte NC",159
"Charlotte NC","Charleston SC",159
"Detroit MI","Lansing MI",159
"Lansing MI","Detroit MI",159
"Pittsburgh PA","Orlando FL",159
"Chicago IL","Dayton OH",160
"New York NY","Philadelphia PA",160
"San Jose CA","Portland OR",160
"Syracuse NY","Chicago IL",160
"Washington DC","St. Louis MO",160
